"","X","ofcrec_cj_correct","ofcrec_vp_correct","ofcrec_speaker_correct","knowl_housemaj","knowl_senmaj","mode","validated_vote","dem_raceeth_x","gender_respondent_x","dem_edugroup_x","dem_eduspgroup_x","interest_attention","dem_age_r_x","justice_roberts","vp_biden","speaker_boehner","majority_house","majority_senate","mode_ftf","validated_voter16","race","female","college","spouse_educ","news_interest","age_cat6","pol_knowledge","treat","vote","v"
"475",953,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,65,1,1,0,1,1,1,1,1,0,1,2,3,6,4,3,1,1
"476",954,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,65,1,1,0,1,1,1,1,1,0,1,2,3,6,4,3,1,1
"477",955,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,65,1,1,0,1,1,1,1,1,0,1,2,3,6,4,3,1,1
"478",956,0,1,0,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,3,1,72,0,1,0,1,1,1,1,4,0,1,1,3,6,3,2,1,1
"479",957,0,1,0,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,3,1,72,0,1,0,1,1,1,1,4,0,1,1,3,6,3,2,1,1
"480",958,0,1,0,2,1,"1. FTF (face-to-face) mode",0,6,"1. Male",3,3,1,72,0,1,0,1,1,1,0,4,0,1,1,3,6,3,2,0,1
"481",959,0,1,0,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,3,1,72,0,1,0,1,1,1,1,4,0,1,1,3,6,3,2,1,1
"482",960,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",3,NA,4,32,0,1,0,1,0,1,1,1,0,1,NA,1,2,2,1,1,0
"483",961,0,1,0,2,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,NA,4,32,0,1,0,1,0,1,0,1,0,1,NA,1,2,2,1,0,0
"484",962,0,1,0,2,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,NA,4,32,0,1,0,1,0,1,0,1,0,1,NA,1,2,2,1,0,0
"485",968,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,2,4,62,0,1,1,1,1,1,0,1,1,1,0,1,5,4,3,0,0
"486",969,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,2,4,62,0,1,1,1,1,1,1,1,1,1,0,1,5,4,3,1,0
"487",970,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,2,1,63,0,1,1,1,1,1,1,1,0,1,0,3,5,4,3,1,1
"488",971,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,2,1,63,0,1,1,1,1,1,1,1,0,1,0,3,5,4,3,1,1
"489",972,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,2,1,63,0,1,1,1,1,1,1,1,0,1,0,3,5,4,3,1,1
"490",979,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,2,53,0,1,1,1,1,1,1,1,0,1,1,3,4,4,3,1,1
"491",980,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,2,53,0,1,1,1,1,1,1,1,0,1,1,3,4,4,3,1,1
"492",981,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,2,53,0,1,1,1,1,1,1,1,0,1,1,3,4,4,3,1,1
"493",982,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,2,53,0,1,1,1,1,1,1,1,0,1,1,3,4,4,3,1,1
"494",983,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,2,53,0,1,1,1,1,1,1,1,0,1,1,3,4,4,3,1,1
"495",990,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,3,57,0,1,1,1,1,1,1,1,1,0,0,2,5,4,3,1,0
"496",991,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,3,57,0,1,1,1,1,1,1,1,1,0,0,2,5,4,3,1,0
"497",992,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,3,57,0,1,1,1,1,1,1,1,1,0,0,2,5,4,3,1,0
"498",999,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,3,4,54,0,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,0
"499",1000,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,3,4,54,0,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,0
"500",1001,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,3,4,54,0,1,1,1,1,1,1,1,1,1,1,1,4,4,3,1,0
"501",1002,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",5,2,1,61,1,1,1,1,1,1,0,1,0,1,0,3,5,5,4,0,1
"502",1003,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",5,2,1,61,1,1,1,1,1,1,0,1,0,1,0,3,5,5,4,0,1
"503",1004,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",5,2,1,61,1,1,1,1,1,1,0,1,0,1,0,3,5,5,4,0,1
"504",1005,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",5,2,1,61,1,1,1,1,1,1,0,1,0,1,0,3,5,5,4,0,1
"505",1006,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",5,2,1,61,1,1,1,1,1,1,0,1,0,1,0,3,5,5,4,0,1
"506",1007,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,2,1,61,1,1,1,1,1,1,1,1,0,1,0,3,5,5,4,1,1
"507",1008,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",5,2,1,61,1,1,1,1,1,1,0,1,0,1,0,3,5,5,4,0,1
"508",1009,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,4,1,50,0,1,0,0,1,1,1,1,0,0,2,3,4,2,1,1,1
"509",1010,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,4,1,50,0,1,0,0,1,1,1,1,0,0,2,3,4,2,1,1,1
"510",1011,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,4,1,50,0,1,0,0,1,1,1,1,0,0,2,3,4,2,1,1,1
"511",1012,1,1,1,2,2,"1. FTF (face-to-face) mode",0,1,"2. Female",3,2,1,37,1,1,1,1,0,1,0,1,1,1,0,3,3,4,3,0,1
"512",1013,1,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,2,1,37,1,1,1,1,0,1,1,1,1,1,0,3,3,4,3,1,1
"513",1014,1,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,2,1,37,1,1,1,1,0,1,1,1,1,1,0,3,3,4,3,1,1
"514",1015,1,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,2,1,37,1,1,1,1,0,1,1,1,1,1,0,3,3,4,3,1,1
"515",1024,1,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,2,62,1,1,0,1,1,1,0,1,0,1,1,3,5,4,3,0,1
"516",1025,1,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,2,62,1,1,0,1,1,1,0,1,0,1,1,3,5,4,3,0,1
"517",1026,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,2,62,1,1,0,1,1,1,1,1,0,1,1,3,5,4,3,1,1
"518",1027,1,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,2,62,1,1,0,1,1,1,0,1,0,1,1,3,5,4,3,0,1
"519",1028,1,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,2,62,1,1,0,1,1,1,0,1,0,1,1,3,5,4,3,0,1
"520",1029,1,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,2,62,1,1,0,1,1,1,0,1,0,1,1,3,5,4,3,0,1
"521",1030,1,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,2,62,1,1,0,1,1,1,0,1,0,1,1,3,5,4,3,0,1
"522",1031,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,2,62,1,1,0,1,1,1,1,1,0,1,1,3,5,4,3,1,1
"523",1032,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,2,62,1,1,0,1,1,1,1,1,0,1,1,3,5,4,3,1,1
"524",1040,0,1,1,2,2,"1. FTF (face-to-face) mode",0,2,"1. Male",3,NA,2,52,0,1,1,1,0,1,0,2,0,1,NA,3,4,3,2,0,1
"525",1041,0,1,1,2,2,"1. FTF (face-to-face) mode",0,2,"1. Male",3,NA,2,52,0,1,1,1,0,1,0,2,0,1,NA,3,4,3,2,0,1
"526",1043,0,1,1,2,2,"1. FTF (face-to-face) mode",1,2,"1. Male",3,NA,2,52,0,1,1,1,0,1,1,2,0,1,NA,3,4,3,2,1,1
"527",1044,0,1,1,2,2,"1. FTF (face-to-face) mode",1,2,"1. Male",3,NA,2,52,0,1,1,1,0,1,1,2,0,1,NA,3,4,3,2,1,1
"528",1045,0,1,1,2,2,"1. FTF (face-to-face) mode",0,2,"1. Male",3,NA,2,52,0,1,1,1,0,1,0,2,0,1,NA,3,4,3,2,0,1
"529",1046,0,1,1,2,2,"1. FTF (face-to-face) mode",0,2,"1. Male",3,NA,2,52,0,1,1,1,0,1,0,2,0,1,NA,3,4,3,2,0,1
"530",1047,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",2,NA,4,61,0,1,0,0,1,1,0,1,1,0,NA,1,5,2,1,0,0
"531",1048,0,1,0,2,2,"1. FTF (face-to-face) mode",1,3,"1. Male",4,1,4,54,0,1,0,1,0,1,1,4,0,1,0,1,4,2,1,1,0
"532",1049,0,1,0,2,2,"1. FTF (face-to-face) mode",1,3,"1. Male",4,1,4,54,0,1,0,1,0,1,1,4,0,1,0,1,4,2,1,1,0
"533",1050,0,1,0,2,2,"1. FTF (face-to-face) mode",1,3,"1. Male",4,1,4,54,0,1,0,1,0,1,1,4,0,1,0,1,4,2,1,1,0
"534",1051,0,1,0,2,2,"1. FTF (face-to-face) mode",1,3,"1. Male",4,1,4,54,0,1,0,1,0,1,1,4,0,1,0,1,4,2,1,1,0
"535",1052,0,1,0,2,2,"1. FTF (face-to-face) mode",1,3,"1. Male",4,1,4,54,0,1,0,1,0,1,1,4,0,1,0,1,4,2,1,1,0
"536",1053,0,0,0,1,1,"1. FTF (face-to-face) mode",1,3,"1. Male",1,2,4,65,0,0,0,0,1,1,1,4,0,0,0,1,6,1,0,1,0
"537",1054,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,4,54,0,1,0,1,1,1,1,1,1,1,NA,1,4,3,2,1,0
"538",1055,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,4,54,0,1,0,1,1,1,1,1,1,1,NA,1,4,3,2,1,0
"539",1056,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,4,54,0,1,0,1,1,1,1,1,1,1,NA,1,4,3,2,1,0
"540",1057,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,NA,4,54,0,1,0,1,1,1,0,1,1,1,NA,1,4,3,2,0,0
"541",1058,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,NA,4,54,0,1,0,1,1,1,0,1,1,1,NA,1,4,3,2,0,0
"542",1059,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,4,54,0,1,0,1,1,1,1,1,1,1,NA,1,4,3,2,1,0
"543",1060,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,4,54,0,1,0,1,1,1,1,1,1,1,NA,1,4,3,2,1,0
"544",1061,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,4,54,0,1,0,1,1,1,1,1,1,1,NA,1,4,3,2,1,0
"545",1062,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,4,54,0,1,0,1,1,1,1,1,1,1,NA,1,4,3,2,1,0
"546",1063,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,NA,4,54,0,1,0,1,1,1,0,1,1,1,NA,1,4,3,2,0,0
"547",1064,0,1,0,1,2,"1. FTF (face-to-face) mode",0,5,"2. Female",3,2,4,31,0,1,0,0,0,1,0,3,1,1,0,1,2,1,0,0,0
"548",1068,0,1,0,1,2,"1. FTF (face-to-face) mode",1,5,"2. Female",3,NA,1,61,0,1,0,0,0,1,1,3,1,1,NA,3,5,1,0,1,1
"549",1079,0,1,1,2,1,"1. FTF (face-to-face) mode",1,5,"1. Male",3,3,2,68,0,1,1,1,1,1,1,3,0,1,1,3,6,4,3,1,1
"550",1080,0,1,1,2,1,"1. FTF (face-to-face) mode",1,5,"1. Male",3,3,2,68,0,1,1,1,1,1,1,3,0,1,1,3,6,4,3,1,1
"551",1081,0,1,1,2,1,"1. FTF (face-to-face) mode",1,5,"1. Male",3,3,2,68,0,1,1,1,1,1,1,3,0,1,1,3,6,4,3,1,1
"552",1082,0,1,1,2,1,"1. FTF (face-to-face) mode",1,5,"1. Male",3,3,2,68,0,1,1,1,1,1,1,3,0,1,1,3,6,4,3,1,1
"553",1083,0,1,1,2,1,"1. FTF (face-to-face) mode",1,5,"1. Male",3,3,2,68,0,1,1,1,1,1,1,3,0,1,1,3,6,4,3,1,1
"554",1088,0,1,0,2,1,"1. FTF (face-to-face) mode",1,5,"1. Male",2,2,4,30,0,1,0,1,1,1,1,3,0,0,0,1,2,3,2,1,0
"555",1089,0,1,0,2,1,"1. FTF (face-to-face) mode",1,5,"1. Male",2,2,4,30,0,1,0,1,1,1,1,3,0,0,0,1,2,3,2,1,0
"556",1090,0,1,0,2,1,"1. FTF (face-to-face) mode",0,5,"1. Male",2,2,4,30,0,1,0,1,1,1,0,3,0,0,0,1,2,3,2,0,0
"557",1091,0,1,0,2,1,"1. FTF (face-to-face) mode",1,5,"1. Male",2,2,4,30,0,1,0,1,1,1,1,3,0,0,0,1,2,3,2,1,0
"558",1092,0,1,0,2,1,"1. FTF (face-to-face) mode",1,5,"1. Male",2,2,4,30,0,1,0,1,1,1,1,3,0,0,0,1,2,3,2,1,0
"559",1093,0,1,0,2,1,"1. FTF (face-to-face) mode",0,5,"1. Male",2,2,4,30,0,1,0,1,1,1,0,3,0,0,0,1,2,3,2,0,0
"560",1094,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,NA,3,53,0,1,0,0,1,1,0,1,0,0,NA,2,4,2,1,0,0
"561",1095,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,NA,3,53,0,1,0,0,1,1,0,1,0,0,NA,2,4,2,1,0,0
"562",1096,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,NA,3,53,0,1,0,0,1,1,0,1,0,0,NA,2,4,2,1,0,0
"563",1097,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,NA,3,53,0,1,0,0,1,1,0,1,0,0,NA,2,4,2,1,0,0
"564",1098,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,2,"2. Female",3,NA,3,23,1,1,1,1,1,1,0,2,1,1,NA,2,1,5,4,0,0
"565",1099,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,2,"2. Female",3,NA,3,23,1,1,1,1,1,1,0,2,1,1,NA,2,1,5,4,0,0
"566",1100,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,2,"2. Female",3,NA,3,23,1,1,1,1,1,1,1,2,1,1,NA,2,1,5,4,1,0
"567",1101,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,2,"2. Female",3,NA,3,23,1,1,1,1,1,1,0,2,1,1,NA,2,1,5,4,0,0
"568",1102,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,2,"2. Female",3,NA,3,23,1,1,1,1,1,1,0,2,1,1,NA,2,1,5,4,0,0
"569",1103,0,1,0,2,2,"1. FTF (face-to-face) mode",1,2,"2. Female",4,NA,1,33,0,1,0,1,0,1,1,2,1,1,NA,3,2,2,1,1,1
"570",1104,0,1,0,2,2,"1. FTF (face-to-face) mode",1,2,"2. Female",4,NA,1,33,0,1,0,1,0,1,1,2,1,1,NA,3,2,2,1,1,1
"571",1105,0,1,0,2,2,"1. FTF (face-to-face) mode",1,2,"2. Female",4,NA,1,33,0,1,0,1,0,1,1,2,1,1,NA,3,2,2,1,1,1
"572",1106,0,1,0,2,2,"1. FTF (face-to-face) mode",1,2,"2. Female",4,NA,1,33,0,1,0,1,0,1,1,2,1,1,NA,3,2,2,1,1,1
"573",1166,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,1,1,41,0,1,0,0,1,1,0,1,0,1,0,3,3,2,1,0,1
"574",1173,0,1,0,2,2,"1. FTF (face-to-face) mode",0,2,"1. Male",2,NA,4,42,0,1,0,1,0,1,0,2,0,0,NA,1,3,2,1,0,0
"575",1175,0,1,0,2,2,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,42,0,1,0,1,0,1,1,2,0,0,NA,1,3,2,1,1,0
"576",1176,0,1,0,2,2,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,42,0,1,0,1,0,1,1,2,0,0,NA,1,3,2,1,1,0
"577",1183,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,NA,4,62,0,1,0,1,1,1,1,1,0,0,NA,1,5,3,2,1,0
"578",1184,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,NA,4,62,0,1,0,1,1,1,1,1,0,0,NA,1,5,3,2,1,0
"579",1185,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,NA,4,62,0,1,0,1,1,1,0,1,0,0,NA,1,5,3,2,0,0
"580",1188,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",4,5,1,87,1,1,1,1,1,1,0,1,0,1,2,3,6,5,4,0,1
"581",1189,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,5,2,61,1,1,1,1,1,1,1,1,1,1,2,3,5,5,4,1,1
"582",1190,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,5,2,61,1,1,1,1,1,1,1,1,1,1,2,3,5,5,4,1,1
"583",1191,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,5,2,61,1,1,1,1,1,1,1,1,1,1,2,3,5,5,4,1,1
"584",1204,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"585",1205,0,1,0,2,1,"1. FTF (face-to-face) mode",0,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,0,2,0,0,NA,1,1,3,2,0,0
"586",1206,0,1,0,2,1,"1. FTF (face-to-face) mode",0,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,0,2,0,0,NA,1,1,3,2,0,0
"587",1207,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"588",1208,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"589",1209,0,1,0,2,1,"1. FTF (face-to-face) mode",0,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,0,2,0,0,NA,1,1,3,2,0,0
"590",1210,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"591",1211,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"592",1212,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"593",1213,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"594",1214,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"595",1215,0,1,0,2,1,"1. FTF (face-to-face) mode",0,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,0,2,0,0,NA,1,1,3,2,0,0
"596",1216,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"597",1217,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"598",1218,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"599",1219,0,1,0,2,1,"1. FTF (face-to-face) mode",0,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,0,2,0,0,NA,1,1,3,2,0,0
"600",1220,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"601",1221,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"602",1222,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"603",1223,0,1,0,2,1,"1. FTF (face-to-face) mode",0,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,0,2,0,0,NA,1,1,3,2,0,0
"604",1224,0,1,0,2,1,"1. FTF (face-to-face) mode",0,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,0,2,0,0,NA,1,1,3,2,0,0
"605",1225,0,1,0,2,1,"1. FTF (face-to-face) mode",0,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,0,2,0,0,NA,1,1,3,2,0,0
"606",1226,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"607",1227,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"608",1228,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"609",1229,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"610",1230,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"611",1231,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"612",1232,0,1,0,2,1,"1. FTF (face-to-face) mode",0,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,0,2,0,0,NA,1,1,3,2,0,0
"613",1233,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"614",1234,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"615",1235,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"616",1236,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"617",1237,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"618",1238,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"619",1239,0,1,0,2,1,"1. FTF (face-to-face) mode",1,2,"1. Male",2,NA,4,19,0,1,0,1,1,1,1,2,0,0,NA,1,1,3,2,1,0
"620",1240,0.5,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,1,30,1,1,1,1,0,1,1,1,0,1,2,3,2,4,3,1,1
"621",1241,0.5,1,1,2,2,"1. FTF (face-to-face) mode",0,1,"1. Male",5,5,1,30,1,1,1,1,0,1,0,1,0,1,2,3,2,4,3,0,1
"622",1242,0.5,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,1,30,1,1,1,1,0,1,1,1,0,1,2,3,2,4,3,1,1
"623",1243,0.5,1,1,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,1,30,1,1,1,1,0,1,1,1,0,1,2,3,2,4,3,1,1
"624",1244,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",4,5,2,42,1,1,1,1,1,1,0,1,0,1,2,3,3,5,4,0,1
"625",1245,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,2,42,1,1,1,1,1,1,1,1,0,1,2,3,3,5,4,1,1
"626",1246,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,2,42,1,1,1,1,1,1,1,1,0,1,2,3,3,5,4,1,1
"627",1247,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",4,5,2,42,1,1,1,1,1,1,0,1,0,1,2,3,3,5,4,0,1
"628",1248,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,2,42,1,1,1,1,1,1,1,1,0,1,2,3,3,5,4,1,1
"629",1288,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",5,NA,2,65,0,1,0,1,1,1,0,1,1,1,NA,3,6,3,2,0,1
"630",1289,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,NA,2,65,0,1,0,1,1,1,1,1,1,1,NA,3,6,3,2,1,1
"631",1290,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",5,NA,2,65,0,1,0,1,1,1,0,1,1,1,NA,3,6,3,2,0,1
"632",1291,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",5,NA,2,65,0,1,0,1,1,1,0,1,1,1,NA,3,6,3,2,0,1
"633",1292,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,3,29,1,1,1,1,1,1,1,1,0,1,2,2,2,5,4,1,0
"634",1293,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,3,29,1,1,1,1,1,1,1,1,0,1,2,2,2,5,4,1,0
"635",1294,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,3,29,1,1,1,1,1,1,1,1,0,1,2,2,2,5,4,1,0
"636",1295,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,3,29,1,1,1,1,1,1,1,1,0,1,2,2,2,5,4,1,0
