"","X","ofcrec_cj_correct","ofcrec_vp_correct","ofcrec_speaker_correct","knowl_housemaj","knowl_senmaj","mode","validated_vote","dem_raceeth_x","gender_respondent_x","dem_edugroup_x","dem_eduspgroup_x","interest_attention","dem_age_r_x","justice_roberts","vp_biden","speaker_boehner","majority_house","majority_senate","mode_ftf","validated_voter16","race","female","college","spouse_educ","news_interest","age_cat6","pol_knowledge","treat","vote","v"
"312",658,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,3,3,51,0,1,0,1,1,1,1,1,1,1,1,2,4,3,2,1,0
"313",669,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,3,2,53,1,1,1,1,1,1,1,1,0,1,1,3,4,5,4,1,1
"314",670,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,3,2,53,1,1,1,1,1,1,1,1,0,1,1,3,4,5,4,1,1
"315",671,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,3,2,53,1,1,1,1,1,1,1,1,0,1,1,3,4,5,4,1,1
"316",674,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,3,2,63,0,1,0,1,1,1,1,1,1,0,1,3,5,3,2,1,1
"317",675,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,3,2,63,0,1,0,1,1,1,1,1,1,0,1,3,5,3,2,1,1
"318",676,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,3,2,63,0,1,0,1,1,1,1,1,1,0,1,3,5,3,2,1,1
"319",677,0.5,1,1,1,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,3,2,46,1,1,1,0,1,1,1,1,1,1,1,3,4,4,3,1,1
"320",678,0.5,1,1,1,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,3,2,46,1,1,1,0,1,1,1,1,1,1,1,3,4,4,3,1,1
"321",679,0.5,1,1,1,1,"1. FTF (face-to-face) mode",1,1,"2. Female",3,3,2,46,1,1,1,0,1,1,1,1,1,1,1,3,4,4,3,1,1
"322",680,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",4,NA,2,33,0,1,0,1,1,1,1,1,1,1,NA,3,2,3,2,1,1
"323",681,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",4,NA,2,33,0,1,0,1,1,1,1,1,1,1,NA,3,2,3,2,1,1
"324",682,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",4,NA,2,33,0,1,0,1,1,1,1,1,1,1,NA,3,2,3,2,1,1
"325",683,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",4,NA,2,33,0,1,0,1,1,1,1,1,1,1,NA,3,2,3,2,1,1
"326",684,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,4,2,33,0,1,0,1,1,1,1,1,0,1,2,3,2,3,2,1,1
"327",685,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,4,2,33,0,1,0,1,1,1,1,1,0,1,2,3,2,3,2,1,1
"328",686,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,1,3,56,0,1,0,0,1,1,0,1,0,0,0,2,5,2,1,0,0
"329",687,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,1,3,56,0,1,0,0,1,1,0,1,0,0,0,2,5,2,1,0,0
"330",688,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,1,3,56,0,1,0,0,1,1,0,1,0,0,0,2,5,2,1,0,0
"331",697,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,NA,2,22,0,1,0,0,1,1,0,1,0,1,NA,3,1,2,1,0,1
"332",698,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,NA,2,22,0,1,0,0,1,1,0,1,0,1,NA,3,1,2,1,0,1
"333",699,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,NA,2,22,0,1,0,0,1,1,1,1,0,1,NA,3,1,2,1,1,1
"334",701,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,1,53,1,1,1,1,1,1,1,1,0,1,2,3,4,5,4,1,1
"335",702,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",4,NA,4,22,0,1,0,1,1,1,1,1,1,1,NA,1,1,3,2,1,0
"336",703,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",4,NA,4,22,0,1,0,1,1,1,0,1,1,1,NA,1,1,3,2,0,0
"337",707,0,0,0,2,2,"1. FTF (face-to-face) mode",1,5,"2. Female",3,NA,1,51,0,0,0,1,0,1,1,3,1,1,NA,3,4,1,0,1,1
"338",708,0,0,0,2,2,"1. FTF (face-to-face) mode",1,5,"2. Female",3,NA,1,51,0,0,0,1,0,1,1,3,1,1,NA,3,4,1,0,1,1
"339",709,0,0,0,2,2,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,1,51,0,0,0,1,0,1,0,3,1,1,NA,3,4,1,0,0,1
"340",710,0,0,0,2,2,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,1,51,0,0,0,1,0,1,0,3,1,1,NA,3,4,1,0,0,1
"341",711,0,0,0,2,2,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,1,51,0,0,0,1,0,1,0,3,1,1,NA,3,4,1,0,0,1
"342",712,0,0,0,2,2,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,1,51,0,0,0,1,0,1,0,3,1,1,NA,3,4,1,0,0,1
"343",713,0,0,0,2,2,"1. FTF (face-to-face) mode",1,5,"2. Female",3,NA,1,51,0,0,0,1,0,1,1,3,1,1,NA,3,4,1,0,1,1
"344",714,0,0,0,2,2,"1. FTF (face-to-face) mode",0,5,"2. Female",3,NA,1,51,0,0,0,1,0,1,0,3,1,1,NA,3,4,1,0,0,1
"345",729,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,1,25,1,1,0,1,1,1,1,1,0,1,NA,3,2,4,3,1,1
"346",734,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,25,1,1,1,1,1,1,1,1,0,1,2,3,2,5,4,1,1
"347",735,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,25,1,1,1,1,1,1,1,1,0,1,2,3,2,5,4,1,1
"348",736,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",5,4,2,25,1,1,1,1,1,1,0,1,0,1,2,3,2,5,4,0,1
"349",737,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,NA,1,32,1,1,1,1,1,1,1,1,0,1,NA,3,2,5,4,1,1
"350",738,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",5,5,2,35,1,1,1,1,1,1,0,1,1,1,2,3,3,5,4,0,1
"351",739,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",5,5,2,35,1,1,1,1,1,1,0,1,1,1,2,3,3,5,4,0,1
"352",740,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",5,5,2,35,1,1,1,1,1,1,0,1,1,1,2,3,3,5,4,0,1
"353",741,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,1,31,0,1,0,1,0,1,1,1,0,1,NA,3,2,2,1,1,1
"354",742,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,1,31,0,1,0,1,0,1,1,1,0,1,NA,3,2,2,1,1,1
"355",756,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,1,53,0,1,0,1,0,1,1,1,1,1,NA,3,4,2,1,1,1
"356",757,0,1,0,2,2,"1. FTF (face-to-face) mode",0,1,"2. Female",3,NA,1,53,0,1,0,1,0,1,0,1,1,1,NA,3,4,2,1,0,1
"357",761,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,NA,2,70,1,1,1,1,1,1,1,1,0,1,NA,3,6,5,4,1,1
"358",770,0.5,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,NA,2,57,1,1,0,1,1,1,0,1,0,1,NA,3,5,4,3,0,1
"359",771,0.5,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,NA,2,57,1,1,0,1,1,1,0,1,0,1,NA,3,5,4,3,0,1
"360",777,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,5,2,40,1,1,1,1,1,1,1,1,1,1,2,3,3,5,4,1,1
"361",778,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,5,2,40,1,1,1,1,1,1,1,1,1,1,2,3,3,5,4,1,1
"362",779,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",5,5,2,40,1,1,1,1,1,1,1,1,1,1,2,3,3,5,4,1,1
"363",785,0,1,1,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,2,3,60,0,1,1,1,1,1,1,4,0,1,0,2,5,4,3,1,0
"364",786,0,1,1,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,2,3,60,0,1,1,1,1,1,1,4,0,1,0,2,5,4,3,1,0
"365",787,0,1,1,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,2,3,60,0,1,1,1,1,1,1,4,0,1,0,2,5,4,3,1,0
"366",788,0,1,1,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,2,3,60,0,1,1,1,1,1,1,4,0,1,0,2,5,4,3,1,0
"367",789,0,1,1,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,2,3,60,0,1,1,1,1,1,1,4,0,1,0,2,5,4,3,1,0
"368",790,0,1,1,2,1,"1. FTF (face-to-face) mode",1,6,"1. Male",3,2,3,60,0,1,1,1,1,1,1,4,0,1,0,2,5,4,3,1,0
"369",797,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",4,4,1,46,1,1,1,1,1,1,1,1,1,1,2,3,4,5,4,1,1
"370",798,1,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",4,4,1,46,1,1,1,1,1,1,0,1,1,1,2,3,4,5,4,0,1
"371",799,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",4,4,1,46,1,1,1,1,1,1,1,1,1,1,2,3,4,5,4,1,1
"372",800,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",4,4,1,46,1,1,1,1,1,1,1,1,1,1,2,3,4,5,4,1,1
"373",801,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",4,4,1,42,1,1,1,1,1,1,0,1,0,1,2,3,3,5,4,0,1
"374",802,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,4,1,42,1,1,1,1,1,1,1,1,0,1,2,3,3,5,4,1,1
"375",803,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",4,4,1,42,1,1,1,1,1,1,0,1,0,1,2,3,3,5,4,0,1
"376",804,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,4,1,42,1,1,1,1,1,1,1,1,0,1,2,3,3,5,4,1,1
"377",805,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",4,4,1,42,1,1,1,1,1,1,0,1,0,1,2,3,3,5,4,0,1
"378",806,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,2,1,NA,1,1,1,1,1,1,1,1,0,1,0,3,NA,5,4,1,1
"379",807,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,2,1,NA,1,1,1,1,1,1,1,1,0,1,0,3,NA,5,4,1,1
"380",808,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,2,1,NA,1,1,1,1,1,1,1,1,0,1,0,3,NA,5,4,1,1
"381",809,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,2,1,NA,1,1,1,1,1,1,1,1,0,1,0,3,NA,5,4,1,1
"382",810,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,2,1,NA,1,1,1,1,1,1,1,1,0,1,0,3,NA,5,4,1,1
"383",811,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,2,1,NA,1,1,1,1,1,1,1,1,0,1,0,3,NA,5,4,1,1
"384",812,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,2,1,NA,1,1,1,1,1,1,1,1,0,1,0,3,NA,5,4,1,1
"385",818,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,4,42,0,1,0,1,1,1,1,1,0,1,NA,1,3,3,2,1,0
"386",819,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,4,42,0,1,0,1,1,1,1,1,0,1,NA,1,3,3,2,1,0
"387",820,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,4,42,0,1,0,1,1,1,1,1,0,1,NA,1,3,3,2,1,0
"388",825,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,NA,2,47,1,1,1,1,1,1,0,1,0,0,NA,3,4,5,4,0,1
"389",826,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,NA,1,61,0,1,0,1,1,1,1,1,0,0,NA,3,5,3,2,1,1
"390",827,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,NA,1,64,0,1,1,1,1,1,1,1,0,0,NA,3,5,4,3,1,1
"391",828,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",2,NA,1,64,0,1,1,1,1,1,1,1,0,0,NA,3,5,4,3,1,1
"392",829,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,NA,1,64,0,1,1,1,1,1,0,1,0,0,NA,3,5,4,3,0,1
"393",830,0,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",2,NA,1,64,0,1,1,1,1,1,0,1,0,0,NA,3,5,4,3,0,1
"394",831,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,47,0,1,0,0,1,1,1,1,0,1,2,3,4,2,1,1,1
"395",832,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,47,0,1,0,0,1,1,1,1,0,1,2,3,4,2,1,1,1
"396",833,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,47,0,1,0,0,1,1,1,1,0,1,2,3,4,2,1,1,1
"397",834,0,1,1,2,1,"1. FTF (face-to-face) mode",0,3,"1. Male",5,4,2,50,0,1,1,1,1,1,0,4,0,1,2,3,4,4,3,0,1
"398",835,0,1,1,2,1,"1. FTF (face-to-face) mode",0,3,"1. Male",5,4,2,50,0,1,1,1,1,1,0,4,0,1,2,3,4,4,3,0,1
"399",836,0,1,1,2,1,"1. FTF (face-to-face) mode",1,3,"1. Male",5,4,2,50,0,1,1,1,1,1,1,4,0,1,2,3,4,4,3,1,1
"400",837,0,1,1,2,1,"1. FTF (face-to-face) mode",0,3,"1. Male",5,4,2,50,0,1,1,1,1,1,0,4,0,1,2,3,4,4,3,0,1
"401",841,0,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,1,61,0,1,1,1,1,1,1,1,0,1,NA,3,5,4,3,1,1
"402",848,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",3,1,4,56,0,1,0,0,1,1,0,1,1,1,0,1,5,2,1,0,0
"403",849,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",1,3,1,55,1,1,1,1,1,1,1,1,0,0,1,3,5,5,4,1,1
"404",850,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",1,3,1,55,1,1,1,1,1,1,0,1,0,0,1,3,5,5,4,0,1
"405",851,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",1,3,1,55,1,1,1,1,1,1,0,1,0,0,1,3,5,5,4,0,1
"406",852,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",1,3,1,55,1,1,1,1,1,1,1,1,0,0,1,3,5,5,4,1,1
"407",853,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",1,3,1,55,1,1,1,1,1,1,1,1,0,0,1,3,5,5,4,1,1
"408",854,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",1,3,2,61,1,1,1,1,1,1,1,1,0,0,1,3,5,5,4,1,1
"409",855,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",1,3,2,61,1,1,1,1,1,1,1,1,0,0,1,3,5,5,4,1,1
"410",856,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",1,3,2,61,1,1,1,1,1,1,0,1,0,0,1,3,5,5,4,0,1
"411",857,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",1,3,2,61,1,1,1,1,1,1,1,1,0,0,1,3,5,5,4,1,1
"412",858,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"2. Female",3,NA,2,20,0,1,0,0,0,1,0,1,1,1,NA,3,1,1,0,0,1
"413",859,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,2,20,0,1,0,0,0,1,1,1,1,1,NA,3,1,1,0,1,1
"414",860,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,2,20,0,1,0,0,0,1,1,1,1,1,NA,3,1,1,0,1,1
"415",861,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",3,NA,2,20,0,1,0,0,0,1,1,1,1,1,NA,3,1,1,0,1,1
"416",862,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",3,3,2,41,0,1,0,1,1,1,0,1,0,1,1,3,3,3,2,0,1
"417",863,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,2,41,0,1,0,1,1,1,1,1,0,1,1,3,3,3,2,1,1
"418",864,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,2,41,0,1,0,1,1,1,1,1,0,1,1,3,3,3,2,1,1
"419",865,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,3,2,41,0,1,0,1,1,1,1,1,0,1,1,3,3,3,2,1,1
"420",872,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,4,62,0,1,0,1,1,1,1,1,1,0,0,1,5,3,2,1,0
"421",873,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,4,62,0,1,0,1,1,1,1,1,1,0,0,1,5,3,2,1,0
"422",874,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,4,62,0,1,0,1,1,1,1,1,1,0,0,1,5,3,2,1,0
"423",875,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",2,2,4,62,0,1,0,1,1,1,0,1,1,0,0,1,5,3,2,0,0
"424",876,0,1,1,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",5,3,3,68,0,1,1,0,0,1,1,1,1,1,1,2,6,2,1,1,0
"425",877,0,1,1,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",5,3,3,68,0,1,1,0,0,1,1,1,1,1,1,2,6,2,1,1,0
"426",878,0,1,1,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",5,3,3,68,0,1,1,0,0,1,1,1,1,1,1,2,6,2,1,1,0
"427",879,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",1,1,4,54,0,1,0,0,1,1,0,1,1,0,0,1,4,2,1,0,0
"428",880,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",1,1,4,54,0,1,0,0,1,1,0,1,1,0,0,1,4,2,1,0,0
"429",881,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",1,1,4,54,0,1,0,0,1,1,0,1,1,0,0,1,4,2,1,0,0
"430",882,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",1,1,4,54,0,1,0,0,1,1,0,1,1,0,0,1,4,2,1,0,0
"431",883,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",1,1,4,54,0,1,0,0,1,1,0,1,1,0,0,1,4,2,1,0,0
"432",884,0.5,1,0,2,2,"1. FTF (face-to-face) mode",0,1,"1. Male",3,NA,3,41,1,1,0,1,0,1,0,1,0,1,NA,2,3,3,2,0,0
"433",885,0.5,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",3,NA,3,41,1,1,0,1,0,1,1,1,0,1,NA,2,3,3,2,1,0
"434",897,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,2,75,1,1,1,1,1,1,1,1,0,1,2,3,6,5,4,1,1
"435",898,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,5,2,75,1,1,1,1,1,1,1,1,0,1,2,3,6,5,4,1,1
"436",899,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,2,69,1,1,1,1,1,1,1,1,0,1,2,3,6,5,4,1,1
"437",900,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,2,69,1,1,1,1,1,1,1,1,0,1,2,3,6,5,4,1,1
"438",901,1,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,5,2,69,1,1,1,1,1,1,1,1,0,1,2,3,6,5,4,1,1
"439",902,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",4,NA,2,85,1,1,1,1,1,1,1,1,1,1,NA,3,6,5,4,1,1
"440",903,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"2. Female",4,4,4,60,0,1,0,0,0,1,0,1,1,1,2,1,5,1,0,0,0
"441",904,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"2. Female",4,4,4,60,0,1,0,0,0,1,0,1,1,1,2,1,5,1,0,0,0
"442",905,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",4,4,4,60,0,1,0,0,0,1,1,1,1,1,2,1,5,1,0,1,0
"443",906,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",4,4,4,60,0,1,0,0,0,1,1,1,1,1,2,1,5,1,0,1,0
"444",907,0,1,0,1,2,"1. FTF (face-to-face) mode",1,1,"2. Female",4,4,4,60,0,1,0,0,0,1,1,1,1,1,2,1,5,1,0,1,0
"445",908,0,1,0,1,2,"1. FTF (face-to-face) mode",0,1,"2. Female",4,4,4,60,0,1,0,0,0,1,0,1,1,1,2,1,5,1,0,0,0
"446",923,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",4,NA,2,83,0,1,0,1,1,1,1,1,1,1,NA,3,6,3,2,1,1
"447",924,0,0,0,1,2,"1. FTF (face-to-face) mode",0,1,"1. Male",1,NA,4,19,0,0,0,0,0,1,0,1,0,0,NA,1,1,0,0,0,0
"448",926,0,0,0,1,2,"1. FTF (face-to-face) mode",1,1,"1. Male",1,NA,4,19,0,0,0,0,0,1,1,1,0,0,NA,1,1,0,0,1,0
"449",927,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",2,4,2,40,0,1,0,1,0,1,1,1,0,0,2,3,3,2,1,1,1
"450",928,0,1,0,2,2,"1. FTF (face-to-face) mode",0,1,"1. Male",2,4,2,40,0,1,0,1,0,1,0,1,0,0,2,3,3,2,1,0,1
"451",929,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",2,4,2,40,0,1,0,1,0,1,1,1,0,0,2,3,3,2,1,1,1
"452",930,0,1,0,2,2,"1. FTF (face-to-face) mode",0,1,"1. Male",2,4,2,40,0,1,0,1,0,1,0,1,0,0,2,3,3,2,1,0,1
"453",931,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",2,4,2,40,0,1,0,1,0,1,1,1,0,0,2,3,3,2,1,1,1
"454",932,0,1,0,2,2,"1. FTF (face-to-face) mode",1,1,"1. Male",2,4,2,40,0,1,0,1,0,1,1,1,0,0,2,3,3,2,1,1,1
"455",933,0.5,1,0,2,1,"1. FTF (face-to-face) mode",1,5,"1. Male",3,NA,3,22,1,1,0,1,1,1,1,3,0,1,NA,2,1,4,3,1,0
"456",934,0,1,0,2,1,"1. FTF (face-to-face) mode",0,1,"2. Female",2,2,4,53,0,1,0,1,1,1,0,1,1,0,0,1,4,3,2,0,0
"457",935,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,4,53,0,1,0,1,1,1,1,1,1,0,0,1,4,3,2,1,0
"458",936,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,4,53,0,1,0,1,1,1,1,1,1,0,0,1,4,3,2,1,0
"459",937,0,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"2. Female",2,2,4,53,0,1,0,1,1,1,1,1,1,0,0,1,4,3,2,1,0
"460",938,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"2. Female",1,3,3,56,0,1,0,0,1,1,1,1,1,0,1,2,5,2,1,1,0
"461",939,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"2. Female",1,3,3,56,0,1,0,0,1,1,1,1,1,0,1,2,5,2,1,1,0
"462",940,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"2. Female",1,3,3,56,0,1,0,0,1,1,1,1,1,0,1,2,5,2,1,1,0
"463",941,0,1,0,1,1,"1. FTF (face-to-face) mode",0,1,"2. Female",1,3,3,56,0,1,0,0,1,1,0,1,1,0,1,2,5,2,1,0,0
"464",942,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"2. Female",1,3,3,56,0,1,0,0,1,1,1,1,1,0,1,2,5,2,1,1,0
"465",943,0,1,0,1,1,"1. FTF (face-to-face) mode",1,1,"2. Female",1,3,3,56,0,1,0,0,1,1,1,1,1,0,1,2,5,2,1,1,0
"466",944,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,1,56,1,1,1,1,1,1,1,1,0,1,NA,3,5,5,4,1,1
"467",945,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",4,NA,1,56,1,1,1,1,1,1,1,1,0,1,NA,3,5,5,4,1,1
"468",946,0.5,1,1,2,1,"1. FTF (face-to-face) mode",0,1,"1. Male",4,NA,1,56,1,1,1,1,1,1,0,1,0,1,NA,3,5,5,4,0,1
"469",947,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,NA,1,47,1,1,1,1,1,1,1,1,0,1,NA,3,4,5,4,1,1
"470",948,0.5,1,1,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",3,NA,1,47,1,1,1,1,1,1,1,1,0,1,NA,3,4,5,4,1,1
"471",949,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,65,1,1,0,1,1,1,1,1,0,1,2,3,6,4,3,1,1
"472",950,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,65,1,1,0,1,1,1,1,1,0,1,2,3,6,4,3,1,1
"473",951,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,65,1,1,0,1,1,1,1,1,0,1,2,3,6,4,3,1,1
"474",952,1,1,0,2,1,"1. FTF (face-to-face) mode",1,1,"1. Male",5,4,2,65,1,1,0,1,1,1,1,1,0,1,2,3,6,4,3,1,1
