"","X","V162076a","V162076b","V162072","V162073a","V162073b","V161515","V161516","V160501","V162062x","vote2016","V161310x","V161342","V161270","V161272","V161003","V161267c","justice_roberts","vp_biden","speaker_ryan","majority_house","majority_senate","mode_ftf","validated_vote","race","female","college","spouse_educ","news_interest","dem_age_r_x","age_cat6","pol_knowledge","treat","vote","v"
"1723",2068,0,0,1,1,1,1,1,"2. Web",-2,1,1,1,15,7,"2. Most of the time",1982,0,1,1,0,0,0,1,1,0,1,0,4,34,2,2,1,1,2
"1724",2070,1,1,1,0,0.5,2,1,"2. Web",3,1,1,2,13,13,"2. Most of the time",1957,1,1,1,1,0,0,1,1,1,1,2,4,59,5,4,3,1,2
"1725",2071,0,0,1,1,1,2,2,"2. Web",2,1,1,2,9,NA,"4. Some of the time",1982,0,1,1,1,1,0,1,1,1,0,NA,2,34,2,4,3,1,0
"1726",2072,0,0,1,1,1,2,2,"2. Web",2,1,1,1,14,13,"2. Most of the time",1971,0,1,1,1,1,0,1,1,0,1,2,4,45,4,4,3,1,2
"1727",2073,0,0,1,1,1,2,1,"2. Web",1,1,1,2,13,10,"2. Most of the time",1986,0,1,1,1,0,0,1,1,1,1,1,4,30,2,3,2,1,2
"1728",2074,0,0,1,1,1,2,2,"2. Web",1,0,1,1,9,13,"1. Always",1949,0,1,1,1,1,0,0,1,0,0,2,5,67,6,4,3,0,3
"1729",2075,1,1,1,1,1,2,2,"2. Web",2,0,NA,NA,NA,NA,"3. About half the time",-9,1,1,1,1,1,0,0,NA,NA,NA,NA,3,NA,NA,5,4,0,1
"1730",2076,0.5,0,1,1,1,2,2,"2. Web",1,1,1,1,13,NA,"1. Always",1958,1,1,1,1,1,0,1,1,0,1,NA,5,58,5,5,4,1,3
"1731",2077,0.5,0,1,1,1,2,2,"2. Web",2,1,1,1,13,NA,"1. Always",1962,1,1,1,1,1,0,1,1,0,1,NA,5,54,4,5,4,1,3
"1732",2079,0,0,0,0,0,2,2,"2. Web",1,1,1,2,9,9,"2. Most of the time",1959,0,0,0,1,1,0,1,1,1,0,0,4,57,5,2,1,1,2
"1733",2080,0,0,1,1,1,2,2,"2. Web",2,1,1,2,10,10,"2. Most of the time",1975,0,1,1,1,1,0,1,1,1,1,1,4,41,3,4,3,1,2
"1734",2081,1,1,1,1,1,1,1,"2. Web",3,1,1,1,13,14,"3. About half the time",1984,1,1,1,0,0,0,1,1,0,1,2,3,32,2,3,2,1,1
"1735",2082,0,0,1,1,1,2,2,"2. Web",1,1,2,2,14,NA,"4. Some of the time",1978,0,1,1,1,1,0,1,2,1,1,NA,2,38,3,4,3,1,0
"1736",2083,1,1,1,1,1,2,1,"2. Web",-2,0,1,1,9,NA,"2. Most of the time",1992,1,1,1,1,0,0,0,1,0,0,NA,4,24,1,4,3,0,2
"1737",2084,1,1,1,1,1,1,1,"2. Web",2,1,6,2,11,NA,"3. About half the time",1952,1,1,1,0,0,0,1,4,1,1,NA,3,64,5,3,2,1,1
"1738",2086,1,1,1,1,1,2,1,"2. Web",-2,1,3,2,10,14,"5. Never",1969,1,1,1,1,0,0,1,4,1,1,2,1,47,4,4,3,1,0
"1739",2087,0.5,0,1,1,1,1,1,"2. Web",2,1,1,1,9,8,"4. Some of the time",1980,1,1,1,0,0,0,1,1,0,0,0,2,36,3,3,2,1,0
"1740",2089,0,0,1,1,1,2,2,"2. Web",2,0,1,1,10,11,"2. Most of the time",1956,0,1,1,1,1,0,0,1,0,1,1,4,60,5,4,3,0,2
"1741",2090,1,1,1,1,1,2,2,"2. Web",2,1,1,1,9,14,"3. About half the time",1953,1,1,1,1,1,0,1,1,0,0,2,3,63,5,5,4,1,1
"1742",2091,0,0,1,1,1,2,2,"2. Web",1,0,1,1,11,14,"4. Some of the time",1956,0,1,1,1,1,0,0,1,0,1,2,2,60,5,4,3,0,0
"1743",2092,1,1,1,1,1,2,2,"2. Web",2,0,1,1,13,10,"3. About half the time",1953,1,1,1,1,1,0,0,1,0,1,1,3,63,5,5,4,0,1
"1744",2093,1,1,1,1,1,2,2,"2. Web",1,0,6,1,10,NA,"2. Most of the time",1930,1,1,1,1,1,0,0,4,0,1,NA,4,86,6,5,4,0,2
"1745",2094,0,0,1,1,1,2,2,"2. Web",1,1,1,2,14,14,"2. Most of the time",1957,0,1,1,1,1,0,1,1,1,1,2,4,59,5,4,3,1,2
"1746",2095,0,0,1,1,1,2,2,"2. Web",-2,0,1,2,13,13,"4. Some of the time",1976,0,1,1,1,1,0,0,1,1,1,2,2,40,3,4,3,0,0
"1747",2096,0,0,1,1,1,2,2,"2. Web",1,1,5,2,12,13,"2. Most of the time",1976,0,1,1,1,1,0,1,3,1,1,2,4,40,3,4,3,1,2
"1748",2097,0,0,1,0,0,2,2,"2. Web",-9,1,NA,2,9,8,"4. Some of the time",-9,0,1,0,1,1,0,1,NA,1,0,0,2,NA,NA,3,2,1,0
"1749",2098,0,0,1,0,0,2,2,"2. Web",1,1,1,2,14,NA,"4. Some of the time",1974,0,1,0,1,1,0,1,1,1,1,NA,2,42,3,3,2,1,0
"1750",2099,0,0,1,1,1,2,2,"2. Web",2,1,1,2,12,10,"3. About half the time",1986,0,1,1,1,1,0,1,1,1,1,1,3,30,2,4,3,1,1
"1751",2100,0.5,0,1,1,1,2,2,"2. Web",1,1,1,2,13,10,"2. Most of the time",1953,1,1,1,1,1,0,1,1,1,1,1,4,63,5,5,4,1,2
"1752",2103,1,1,1,0,0.5,2,1,"2. Web",1,0,2,1,10,NA,"3. About half the time",1990,1,1,1,1,0,0,0,2,0,1,NA,3,26,2,4,3,0,1
"1753",2104,0,0,1,0,0,1,1,"2. Web",2,1,1,2,10,NA,"3. About half the time",1977,0,1,0,0,0,0,1,1,1,1,NA,3,39,3,1,0,1,1
"1754",2105,0,0,1,0,0,2,1,"2. Web",-2,0,1,2,13,12,"3. About half the time",1985,0,1,0,1,0,0,0,1,1,1,1,3,31,2,2,1,0,1
"1755",2107,0,0,0,0,0,1,2,"2. Web",-2,0,1,2,6,NA,"3. About half the time",1983,0,0,0,0,1,0,0,1,1,0,NA,3,33,2,1,0,0,1
"1756",2108,0.5,0,1,1,1,2,2,"2. Web",2,1,1,1,13,11,"2. Most of the time",1988,1,1,1,1,1,0,1,1,0,1,1,4,28,2,5,4,1,2
"1757",2109,0,0,1,0,0,2,1,"2. Web",2,1,1,2,10,NA,"2. Most of the time",1940,0,1,0,1,0,0,1,1,1,1,NA,4,76,6,2,1,1,2
"1758",2110,0,0,1,1,1,1,1,"2. Web",2,1,1,1,10,NA,"2. Most of the time",1974,0,1,1,0,0,0,1,1,0,1,NA,4,42,3,2,1,1,2
"1759",2111,0,0,1,1,1,2,1,"2. Web",2,1,1,1,13,13,"4. Some of the time",1984,0,1,1,1,0,0,1,1,0,1,2,2,32,2,3,2,1,0
"1760",2112,1,1,1,0,0.5,1,1,"2. Web",2,1,1,2,12,14,"3. About half the time",1973,1,1,1,0,0,0,1,1,1,1,2,3,43,3,3,2,1,1
"1761",2113,0.5,0,1,1,1,2,2,"2. Web",1,1,1,1,13,9,"3. About half the time",1984,1,1,1,1,1,0,1,1,0,1,0,3,32,2,5,4,1,1
"1762",2114,0,0,1,1,1,2,2,"2. Web",2,1,1,1,5,NA,"3. About half the time",1958,0,1,1,1,1,0,1,1,0,0,NA,3,58,5,4,3,1,1
"1763",2116,0,0,0,1,1,2,2,"2. Web",2,1,3,2,14,13,"2. Most of the time",1953,0,0,1,1,1,0,1,4,1,1,2,4,63,5,3,2,1,2
"1764",2117,1,1,1,1,1,2,1,"2. Web",-2,0,5,2,14,14,"2. Most of the time",1984,1,1,1,1,0,0,0,3,1,1,2,4,32,2,4,3,0,2
"1765",2118,0,0,0,0,0,1,1,"2. Web",3,1,5,2,5,5,"3. About half the time",1961,0,0,0,0,0,0,1,3,1,0,0,3,55,5,0,0,1,1
"1766",2119,1,1,1,1,1,2,2,"2. Web",2,0,1,1,10,9,"1. Always",1970,1,1,1,1,1,0,0,1,0,1,0,5,46,4,5,4,0,3
"1767",2120,0,0,1,1,1,2,2,"2. Web",2,1,1,1,10,6,"4. Some of the time",1965,0,1,1,1,1,0,1,1,0,1,0,2,51,4,4,3,1,0
"1768",2122,0,0,1,1,1,2,2,"2. Web",2,1,1,2,11,14,"1. Always",1931,0,1,1,1,1,0,1,1,1,1,2,5,85,6,4,3,1,3
"1769",2123,0,0,0,1,1,1,1,"2. Web",-2,0,1,2,9,NA,"2. Most of the time",1966,0,0,1,0,0,0,0,1,1,0,NA,4,50,4,1,0,0,2
"1770",2124,0,0,1,1,1,2,2,"2. Web",-2,1,1,1,13,NA,"4. Some of the time",1967,0,1,1,1,1,0,1,1,0,1,NA,2,49,4,4,3,1,0
"1771",2126,0,0,1,1,1,2,2,"2. Web",1,1,1,2,14,16,"2. Most of the time",1948,0,1,1,1,1,0,1,1,1,1,2,4,68,6,4,3,1,2
"1772",2127,0,0,1,1,1,2,1,"2. Web",1,1,5,1,13,13,"2. Most of the time",1986,0,1,1,1,0,0,1,3,0,1,2,4,30,2,3,2,1,2
"1773",2128,1,1,1,1,1,1,2,"2. Web",1,1,5,2,11,NA,"2. Most of the time",1970,1,1,1,0,1,0,1,3,1,1,NA,4,46,4,4,3,1,2
"1774",2130,0,0,1,1,1,2,2,"2. Web",2,1,1,1,14,14,"3. About half the time",1989,0,1,1,1,1,0,1,1,0,1,2,3,27,2,4,3,1,1
"1775",2131,0,0,1,1,1,2,2,"2. Web",1,0,1,2,14,10,"1. Always",1956,0,1,1,1,1,0,0,1,1,1,1,5,60,5,4,3,0,3
"1776",2132,0,0,1,1,1,2,2,"2. Web",2,1,1,2,13,10,"2. Most of the time",1985,0,1,1,1,1,0,1,1,1,1,1,4,31,2,4,3,1,2
"1777",2134,1,1,1,0,0,2,2,"2. Web",2,1,1,1,14,13,"2. Most of the time",1963,1,1,0,1,1,0,1,1,0,1,2,4,53,4,4,3,1,2
"1778",2135,1,1,1,1,1,2,2,"2. Web",-2,0,2,2,8,NA,"4. Some of the time",1979,1,1,1,1,1,0,0,2,1,0,NA,2,37,3,5,4,0,0
"1779",2136,0.5,0,1,1,1,2,2,"2. Web",1,1,1,2,14,10,"3. About half the time",1953,1,1,1,1,1,0,1,1,1,1,1,3,63,5,5,4,1,1
"1780",2138,1,1,1,1,1,2,2,"2. Web",2,0,1,1,13,NA,"2. Most of the time",1958,1,1,1,1,1,0,0,1,0,1,NA,4,58,5,5,4,0,2
"1781",2139,0.5,0,1,1,1,2,2,"2. Web",2,0,5,2,13,13,"2. Most of the time",1984,1,1,1,1,1,0,0,3,1,1,2,4,32,2,5,4,0,2
"1782",2141,1,1,1,1,1,2,2,"2. Web",1,1,1,1,9,NA,"4. Some of the time",1998,1,1,1,1,1,0,1,1,0,0,NA,2,18,1,5,4,1,0
"1783",2142,1,1,1,0,0.5,2,2,"2. Web",2,1,1,2,11,13,"2. Most of the time",1968,1,1,1,1,1,0,1,1,1,1,2,4,48,4,5,4,1,2
"1784",2144,0.5,0,1,1,1,1,2,"2. Web",2,1,1,1,11,13,"4. Some of the time",1961,1,1,1,0,1,0,1,1,0,1,2,2,55,5,4,3,1,0
"1785",2145,1,1,1,1,1,2,1,"2. Web",1,1,5,2,14,NA,"1. Always",1966,1,1,1,1,0,0,1,3,1,1,NA,5,50,4,4,3,1,3
"1786",2146,0,0,0,0,0,2,2,"2. Web",-2,0,1,2,12,15,"4. Some of the time",1950,0,0,0,1,1,0,0,1,1,1,2,2,66,6,2,1,0,0
"1787",2147,0.5,0,1,1,1,2,2,"2. Web",1,1,1,2,11,NA,"2. Most of the time",1970,1,1,1,1,1,0,1,1,1,1,NA,4,46,4,5,4,1,2
"1788",2148,1,1,1,1,1,1,2,"2. Web",-2,0,1,1,12,13,"4. Some of the time",1981,1,1,1,0,1,0,0,1,0,1,2,2,35,3,4,3,0,0
"1789",2150,0,0,1,0,0,2,1,"2. Web",1,0,1,1,10,10,"2. Most of the time",1964,0,1,0,1,0,0,0,1,0,1,1,4,52,4,2,1,0,2
"1790",2153,0,0,1,1,1,1,1,"2. Web",1,1,2,2,11,NA,"4. Some of the time",1938,0,1,1,0,0,0,1,2,1,1,NA,2,78,6,2,1,1,0
"1791",2154,1,1,1,1,1,1,1,"2. Web",-2,0,1,2,12,12,"2. Most of the time",1974,1,1,1,0,0,0,0,1,1,1,1,4,42,3,3,2,0,2
"1792",2155,0,0,1,0,0,2,2,"2. Web",1,1,1,2,9,NA,"4. Some of the time",1998,0,1,0,1,1,0,1,1,1,0,NA,2,18,1,3,2,1,0
"1793",2157,1,1,1,0,0,2,2,"2. Web",-2,0,1,1,10,NA,"2. Most of the time",1956,1,1,0,1,1,0,0,1,0,1,NA,4,60,5,4,3,0,2
"1794",2158,0,0,1,1,1,1,1,"2. Web",2,1,5,2,9,10,"1. Always",1958,0,1,1,0,0,0,1,3,1,0,1,5,58,5,2,1,1,3
"1795",2159,1,1,1,1,1,2,2,"2. Web",1,0,1,1,12,NA,"2. Most of the time",1987,1,1,1,1,1,0,0,1,0,1,NA,4,29,2,5,4,0,2
"1796",2160,1,1,1,1,1,2,2,"2. Web",4,1,1,1,9,NA,"2. Most of the time",1987,1,1,1,1,1,0,1,1,0,0,NA,4,29,2,5,4,1,2
"1797",2161,0.5,0,1,1,1,2,2,"2. Web",2,1,1,1,13,13,"2. Most of the time",1967,1,1,1,1,1,0,1,1,0,1,2,4,49,4,5,4,1,2
"1798",2162,0,0,1,0,0,1,1,"2. Web",2,1,1,2,13,13,"4. Some of the time",1991,0,1,0,0,0,0,1,1,1,1,2,2,25,2,1,0,1,0
"1799",2163,0,0,1,0,0,2,2,"2. Web",-2,0,1,1,10,NA,"3. About half the time",1980,0,1,0,1,1,0,0,1,0,1,NA,3,36,3,3,2,0,1
"1800",2164,0,0,1,1,1,2,1,"2. Web",1,1,1,2,14,14,"3. About half the time",1981,0,1,1,1,0,0,1,1,1,1,2,3,35,3,3,2,1,1
"1801",2165,1,1,1,1,1,2,1,"2. Web",-2,0,1,1,9,13,"1. Always",1964,1,1,1,1,0,0,0,1,0,0,2,5,52,4,4,3,0,3
"1802",2167,0,0,1,0,0,2,1,"2. Web",2,1,1,2,NA,NA,"2. Most of the time",1963,0,1,0,1,0,0,1,1,1,NA,NA,4,53,4,2,1,1,2
"1803",2168,1,1,1,0,0.5,2,2,"2. Web",1,1,1,2,14,14,"3. About half the time",1984,1,1,1,1,1,0,1,1,1,1,2,3,32,2,5,4,1,1
"1804",2169,0,0,1,0,0,2,2,"2. Web",-2,1,5,2,9,9,"3. About half the time",1994,0,1,0,1,1,0,1,3,1,0,0,3,22,1,3,2,1,1
"1805",2170,0.5,0,1,1,1,1,1,"2. Web",1,1,1,1,12,13,"2. Most of the time",1981,1,1,1,0,0,0,1,1,0,1,2,4,35,3,3,2,1,2
"1806",2171,0,0,1,1,1,2,2,"2. Web",1,1,6,1,11,NA,"1. Always",1952,0,1,1,1,1,0,1,4,0,1,NA,5,64,5,4,3,1,3
"1807",2172,0,0,1,1,1,1,2,"2. Web",1,1,1,2,9,NA,"3. About half the time",1950,0,1,1,0,1,0,1,1,1,0,NA,3,66,6,3,2,1,1
"1808",2173,0,0,1,0,0,2,2,"2. Web",2,1,1,1,13,10,"3. About half the time",1958,0,1,0,1,1,0,1,1,0,1,1,3,58,5,3,2,1,1
"1809",2174,0,0,1,1,1,2,2,"2. Web",1,1,1,2,13,13,"5. Never",1985,0,1,1,1,1,0,1,1,1,1,2,1,31,2,4,3,1,0
"1810",2175,0,0,1,1,1,2,1,"2. Web",1,1,2,2,9,NA,"2. Most of the time",1951,0,1,1,1,0,0,1,2,1,0,NA,4,65,6,3,2,1,2
"1811",2176,0,0,0,0,0,2,2,"2. Web",-2,1,1,2,16,NA,"3. About half the time",1944,0,0,0,1,1,0,1,1,1,1,NA,3,72,6,2,1,1,1
"1812",2177,0,0,1,0,0,2,1,"2. Web",1,1,1,2,14,NA,"2. Most of the time",1965,0,1,0,1,0,0,1,1,1,1,NA,4,51,4,2,1,1,2
"1813",2178,0,0,1,1,1,2,1,"2. Web",1,1,1,2,10,NA,"3. About half the time",1971,0,1,1,1,0,0,1,1,1,1,NA,3,45,4,3,2,1,1
"1814",2179,1,1,1,1,1,2,2,"2. Web",1,1,1,1,12,13,"1. Always",1965,1,1,1,1,1,0,1,1,0,1,2,5,51,4,5,4,1,3
"1815",2180,0,0,1,1,1,2,1,"2. Web",-2,0,1,1,13,13,"2. Most of the time",1986,0,1,1,1,0,0,0,1,0,1,2,4,30,2,3,2,0,2
"1816",2181,1,1,1,0,0.5,2,2,"2. Web",2,1,1,1,14,13,"1. Always",1955,1,1,1,1,1,0,1,1,0,1,2,5,61,5,5,4,1,3
"1817",2183,0.5,0,1,1,1,2,1,"2. Web",4,0,1,1,13,13,"3. About half the time",1974,1,1,1,1,0,0,0,1,0,1,2,3,42,3,4,3,0,1
"1818",2184,0.5,0,1,0,0,2,2,"2. Web",2,1,1,2,13,13,"3. About half the time",1988,1,1,0,1,1,0,1,1,1,1,2,3,28,2,4,3,1,1
"1819",2186,1,1,1,1,1,2,2,"2. Web",2,1,1,2,9,NA,"1. Always",1947,1,1,1,1,1,0,1,1,1,0,NA,5,69,6,5,4,1,3
"1820",2187,0,0,1,1,1,2,1,"2. Web",-2,0,3,1,14,13,"3. About half the time",1971,0,1,1,1,0,0,0,4,0,1,2,3,45,4,3,2,0,1
"1821",2189,1,1,1,0,0,2,2,"2. Web",1,1,1,2,16,NA,"1. Always",1929,1,1,0,1,1,0,1,1,1,1,NA,5,87,6,4,3,1,3
"1822",2191,0.5,0,1,1,1,2,2,"2. Web",1,1,1,2,9,9,"2. Most of the time",1942,1,1,1,1,1,0,1,1,1,0,0,4,74,6,5,4,1,2
"1823",2192,0.5,0,1,1,1,2,2,"2. Web",2,1,1,2,10,10,"2. Most of the time",1981,1,1,1,1,1,0,1,1,1,1,1,4,35,3,5,4,1,2
"1824",2193,0,0,0,0,0,1,1,"2. Web",-2,0,1,2,9,NA,"1. Always",1960,0,0,0,0,0,0,0,1,1,0,NA,5,56,5,0,0,0,3
"1825",2194,0,0,0,0,0,2,2,"2. Web",1,1,3,1,16,NA,"3. About half the time",1966,0,0,0,1,1,0,1,4,0,1,NA,3,50,4,2,1,1,1
"1826",2198,1,1,1,1,1,2,1,"2. Web",2,1,1,2,10,12,"2. Most of the time",1949,1,1,1,1,0,0,1,1,1,1,1,4,67,6,4,3,1,2
"1827",2199,1,1,1,1,1,2,2,"2. Web",5,0,6,1,9,10,"1. Always",1977,1,1,1,1,1,0,0,4,0,0,1,5,39,3,5,4,0,3
"1828",2200,1,1,1,1,1,2,2,"2. Web",1,1,5,1,13,15,"4. Some of the time",1980,1,1,1,1,1,0,1,3,0,1,2,2,36,3,5,4,1,0
"1829",2201,0,0,1,0,0,1,1,"2. Web",2,1,1,2,13,13,"2. Most of the time",1960,0,1,0,0,0,0,1,1,1,1,2,4,56,5,1,0,1,2
"1830",2203,0,0,1,1,1,1,2,"2. Web",-9,1,1,1,11,12,"3. About half the time",-9,0,1,1,0,1,0,1,1,0,1,1,3,NA,NA,3,2,1,1
"1831",2206,0,0,1,0,0,1,1,"2. Web",-2,0,1,1,10,NA,"4. Some of the time",1997,0,1,0,0,0,0,0,1,0,1,NA,2,19,1,1,0,0,0
"1832",2211,0,0,1,1,1,2,2,"2. Web",2,1,1,1,10,9,"3. About half the time",1968,0,1,1,1,1,0,1,1,0,1,0,3,48,4,4,3,1,1
"1833",2213,0,0,1,0,0,2,2,"2. Web",2,1,1,2,12,11,"2. Most of the time",1979,0,1,0,1,1,0,1,1,1,1,1,4,37,3,3,2,1,2
"1834",2214,1,1,1,1,1,2,2,"2. Web",1,1,3,1,14,14,"1. Always",1958,1,1,1,1,1,0,1,4,0,1,2,5,58,5,5,4,1,3
"1835",2215,0.5,0,1,1,1,2,2,"2. Web",1,1,1,1,13,NA,"2. Most of the time",1994,1,1,1,1,1,0,1,1,0,1,NA,4,22,1,5,4,1,2
"1836",2216,0,0,1,0,0,2,2,"2. Web",-2,0,1,1,13,9,"1. Always",1992,0,1,0,1,1,0,0,1,0,1,0,5,24,1,3,2,0,3
"1837",2217,0,0,1,0,0,2,2,"2. Web",-2,0,1,2,10,NA,"4. Some of the time",1965,0,1,0,1,1,0,0,1,1,1,NA,2,51,4,3,2,0,0
"1838",2220,1,1,1,1,1,2,2,"2. Web",2,1,1,2,12,12,"1. Always",1956,1,1,1,1,1,0,1,1,1,1,1,5,60,5,5,4,1,3
"1839",2221,1,1,1,1,1,2,2,"2. Web",1,1,1,NA,14,15,"3. About half the time",-9,1,1,1,1,1,0,1,1,NA,1,2,3,NA,NA,5,4,1,1
"1840",2222,0,0,1,1,1,2,2,"2. Web",3,0,1,2,14,13,"2. Most of the time",1989,0,1,1,1,1,0,0,1,1,1,2,4,27,2,4,3,0,2
"1841",2223,1,1,1,1,1,2,2,"2. Web",1,1,6,2,16,16,"1. Always",1962,1,1,1,1,1,0,1,4,1,1,2,5,54,4,5,4,1,3
"1842",2224,1,1,1,1,1,2,2,"2. Web",1,1,1,2,16,15,"1. Always",1976,1,1,1,1,1,0,1,1,1,1,2,5,40,3,5,4,1,3
"1843",2225,0,0,1,1,1,2,2,"2. Web",2,1,3,1,13,NA,"2. Most of the time",1948,0,1,1,1,1,0,1,4,0,1,NA,4,68,6,4,3,1,2
"1844",2226,0,0,0,0,0,1,2,"2. Web",1,0,2,2,9,NA,"4. Some of the time",1981,0,0,0,0,1,0,0,2,1,0,NA,2,35,3,1,0,0,0
"1845",2227,0,0,1,1,0.5,2,1,"2. Web",-2,1,1,2,10,10,"4. Some of the time",1974,0,1,1,1,0,0,1,1,1,1,1,2,42,3,3,2,1,0
"1846",2228,1,1,1,1,1,2,2,"2. Web",1,1,1,1,14,11,"1. Always",1951,1,1,1,1,1,0,1,1,0,1,1,5,65,6,5,4,1,3
"1847",2229,0,0,1,1,1,2,2,"2. Web",1,1,1,1,10,13,"2. Most of the time",1950,0,1,1,1,1,0,1,1,0,1,2,4,66,6,4,3,1,2
"1848",2230,0,0,1,0,0,2,2,"2. Web",1,0,1,2,9,9,"3. About half the time",1966,0,1,0,1,1,0,0,1,1,0,0,3,50,4,3,2,0,1
"1849",2231,1,1,1,1,1,2,2,"2. Web",1,0,3,2,14,14,"1. Always",-9,1,1,1,1,1,0,0,4,1,1,2,5,NA,NA,5,4,0,3
"1850",2232,0,0,1,0,0,1,1,"2. Web",1,1,5,2,8,NA,"4. Some of the time",1926,0,1,0,0,0,0,1,3,1,0,NA,2,90,6,1,0,1,0
"1851",2233,0,0,1,0,0,2,2,"2. Web",-2,0,1,1,13,10,"4. Some of the time",1984,0,1,0,1,1,0,0,1,0,1,1,2,32,2,3,2,0,0
"1852",2234,0,0,1,1,1,2,1,"2. Web",-2,0,1,1,14,NA,"2. Most of the time",1983,0,1,1,1,0,0,0,1,0,1,NA,4,33,2,3,2,0,2
"1853",2235,0,0,1,1,1,2,2,"2. Web",1,1,1,2,13,13,"2. Most of the time",1991,0,1,1,1,1,0,1,1,1,1,2,4,25,2,4,3,1,2
"1854",2236,1,1,1,1,1,2,2,"2. Web",1,1,1,2,14,NA,"1. Always",1968,1,1,1,1,1,0,1,1,1,1,NA,5,48,4,5,4,1,3
"1855",2237,0,0,0,0,0,1,1,"2. Web",2,1,1,2,13,NA,"4. Some of the time",1985,0,0,0,0,0,0,1,1,1,1,NA,2,31,2,0,0,1,0
"1856",2238,0,0,1,0,0,1,1,"2. Web",2,1,1,1,9,10,"2. Most of the time",1975,0,1,0,0,0,0,1,1,0,0,1,4,41,3,1,0,1,2
"1857",2239,0,0,1,1,1,1,2,"2. Web",-2,1,3,1,10,9,"2. Most of the time",1932,0,1,1,0,1,0,1,4,0,1,0,4,84,6,3,2,1,2
"1858",2241,0,0,1,1,1,2,1,"2. Web",2,1,1,2,12,13,"3. About half the time",1984,0,1,1,1,0,0,1,1,1,1,2,3,32,2,3,2,1,1
"1859",2242,1,1,1,1,1,2,2,"2. Web",2,1,1,1,12,NA,"1. Always",1991,1,1,1,1,1,0,1,1,0,1,NA,5,25,2,5,4,1,3
"1860",2244,0.5,0,1,1,1,1,2,"2. Web",1,1,1,1,14,13,"2. Most of the time",1959,1,1,1,0,1,0,1,1,0,1,2,4,57,5,4,3,1,2
"1861",2245,0,0,1,1,1,2,2,"2. Web",2,1,1,1,9,NA,"4. Some of the time",1997,0,1,1,1,1,0,1,1,0,0,NA,2,19,1,4,3,1,0
"1862",2246,1,1,1,1,1,2,2,"2. Web",-2,0,2,2,14,NA,"2. Most of the time",1984,1,1,1,1,1,0,0,2,1,1,NA,4,32,2,5,4,0,2
"1863",2247,1,1,1,1,1,2,2,"2. Web",2,1,1,1,10,10,"1. Always",1960,1,1,1,1,1,0,1,1,0,1,1,5,56,5,5,4,1,3
"1864",2248,0.5,0,1,0,0.5,2,1,"2. Web",1,1,1,1,12,12,"2. Most of the time",1966,1,1,1,1,0,0,1,1,0,1,1,4,50,4,4,3,1,2
"1865",2249,1,1,1,1,1,2,1,"2. Web",-2,0,1,2,11,NA,"4. Some of the time",-9,1,1,1,1,0,0,0,1,1,1,NA,2,NA,NA,4,3,0,0
"1866",2250,0.5,0,1,1,1,1,2,"2. Web",1,1,2,2,10,9,"3. About half the time",1963,1,1,1,0,1,0,1,2,1,1,0,3,53,4,4,3,1,1
"1867",2251,1,1,1,1,1,2,2,"2. Web",2,1,1,2,9,9,"3. About half the time",1968,1,1,1,1,1,0,1,1,1,0,0,3,48,4,5,4,1,1
"1868",2252,1,1,1,1,1,1,2,"2. Web",1,1,1,1,9,NA,"1. Always",1991,1,1,1,0,1,0,1,1,0,0,NA,5,25,2,4,3,1,3
"1869",2253,1,1,1,1,1,2,1,"2. Web",2,1,1,1,9,10,"1. Always",1939,1,1,1,1,0,0,1,1,0,0,1,5,77,6,4,3,1,3
"1870",2254,0.5,0,1,0,0.5,2,2,"2. Web",1,0,5,2,9,NA,"1. Always",1997,1,1,1,1,1,0,0,3,1,0,NA,5,19,1,5,4,0,3
"1871",2255,0,0,1,1,1,2,2,"2. Web",2,1,1,2,14,NA,"2. Most of the time",1934,0,1,1,1,1,0,1,1,1,1,NA,4,82,6,4,3,1,2
"1872",2256,1,1,1,0,0,2,2,"2. Web",2,1,1,2,11,15,"1. Always",1974,1,1,0,1,1,0,1,1,1,1,2,5,42,3,4,3,1,3
"1873",2257,0.5,0,1,1,1,2,1,"2. Web",-2,0,1,1,13,NA,"3. About half the time",1994,1,1,1,1,0,0,0,1,0,1,NA,3,22,1,4,3,0,1
"1874",2258,0.5,0,1,1,1,2,2,"2. Web",3,1,1,2,13,NA,"2. Most of the time",1977,1,1,1,1,1,0,1,1,1,1,NA,4,39,3,5,4,1,2
"1875",2259,0,0,1,0,0,2,2,"2. Web",-2,1,2,2,10,8,"2. Most of the time",1981,0,1,0,1,1,0,1,2,1,1,0,4,35,3,3,2,1,2
"1876",2260,0.5,0,1,1,0.5,2,2,"2. Web",2,1,NA,1,12,NA,"1. Always",1958,1,1,1,1,1,0,1,NA,0,1,NA,5,58,5,5,4,1,3
"1877",2261,0,0,1,1,1,2,2,"2. Web",1,1,1,1,12,10,"2. Most of the time",1984,0,1,1,1,1,0,1,1,0,1,1,4,32,2,4,3,1,2
"1878",2264,0,0,0,0,0,2,1,"2. Web",-2,0,2,2,9,NA,"4. Some of the time",1987,0,0,0,1,0,0,0,2,1,0,NA,2,29,2,1,0,0,0
"1879",2265,1,1,1,1,1,2,2,"2. Web",2,1,1,1,16,13,"1. Always",1948,1,1,1,1,1,0,1,1,0,1,2,5,68,6,5,4,1,3
